C:\Users\NCEPU\Documents\Visual Studio 2015\Projects\ImportData\ImportData\¹øÂ¯Ğ§ÂÊ01.csv
file	line	process	state
1/1	27954	63%	faild
1/1	27955	63%	faild
1/1	27956	63%	faild
1/1	27957	63%	faild
1/1	27958	63%	faild
1/1	27959	63%	faild
1/1	27960	63%	faild
1/1	27961	63%	faild
1/1	27962	63%	faild
1/1	27963	63%	faild
1/1	27964	63%	faild
1/1	27965	63%	faild
1/1	27966	63%	faild
1/1	27967	63%	faild
1/1	27968	63%	faild
1/1	27969	63%	faild
1/1	27970	63%	faild
1/1	27971	63%	faild
1/1	27972	63%	faild
1/1	27973	63%	faild
1/1	27974	63%	faild
1/1	27975	63%	faild
1/1	27976	63%	faild
1/1	27977	63%	faild
1/1	27978	63%	faild
1/1	27979	63%	faild
1/1	27980	63%	faild
1/1	27981	63%	faild
1/1	27982	63%	faild
1/1	27983	63%	faild
1/1	27984	63%	faild
1/1	27985	63%	faild
1/1	27986	63%	faild
1/1	27987	63%	faild
1/1	27988	63%	faild
1/1	27989	63%	faild
1/1	27990	63%	faild
1/1	27991	63%	faild
1/1	27992	63%	faild
1/1	27993	63%	faild
1/1	27994	63%	faild
1/1	27995	63%	faild
1/1	27996	63%	faild
1/1	27997	63%	faild
1/1	27998	63%	faild
1/1	27999	63%	faild
1/1	28000	63%	faild
1/1	28001	63%	faild
1/1	28002	63%	faild
1/1	28003	63%	faild
1/1	28004	63%	faild
1/1	28005	63%	faild
1/1	28006	63%	faild
1/1	28007	63%	faild
1/1	28008	63%	faild
1/1	28009	63%	faild
1/1	28010	63%	faild
1/1	28011	63%	faild
1/1	28012	63%	faild
1/1	28013	63%	faild
1/1	28014	63%	faild
1/1	28015	63%	faild
1/1	28016	63%	faild
1/1	28017	63%	faild
1/1	28018	63%	faild
1/1	28019	63%	faild
1/1	28020	63%	faild
1/1	28021	63%	faild
1/1	28022	63%	faild
1/1	28023	63%	faild
1/1	28024	63%	faild
1/1	28025	63%	faild
1/1	28026	63%	faild
1/1	28027	63%	faild
1/1	28028	63%	faild
1/1	28029	63%	faild
1/1	28030	63%	faild
1/1	28031	63%	faild
1/1	28032	63%	faild
1/1	28033	63%	faild
1/1	28034	63%	faild
1/1	28035	63%	faild
1/1	28036	63%	faild
1/1	28037	63%	faild
1/1	28038	63%	faild
1/1	28039	63%	faild
1/1	28040	63%	faild
1/1	28041	63%	faild
1/1	28042	63%	faild
1/1	28043	63%	faild
1/1	28044	63%	faild
1/1	28045	63%	faild
1/1	28046	63%	faild
1/1	28047	63%	faild
1/1	28048	63%	faild
1/1	28049	63%	faild
1/1	28050	63%	faild
1/1	28051	63%	faild
1/1	28052	63%	faild
1/1	28053	63%	faild
1/1	28054	63%	faild
1/1	28055	63%	faild
1/1	28056	63%	faild
1/1	28057	63%	faild
1/1	28058	63%	faild
1/1	28059	63%	faild
1/1	28060	63%	faild
1/1	28061	63%	faild
1/1	28062	63%	faild
1/1	28063	63%	faild
1/1	28064	63%	faild
1/1	28065	63%	faild
1/1	28066	63%	faild
1/1	28067	63%	faild
1/1	28068	63%	faild
1/1	28069	63%	faild
1/1	28070	63%	faild
1/1	28071	63%	faild
1/1	28072	63%	faild
1/1	28073	63%	faild
1/1	28074	63%	faild
1/1	28075	63%	faild
1/1	28076	63%	faild
1/1	28077	63%	faild
1/1	28078	63%	faild
1/1	28079	63%	faild
1/1	28080	63%	faild
1/1	28081	63%	faild
1/1	28082	63%	faild
1/1	28083	63%	faild
1/1	28084	63%	faild
1/1	28085	63%	faild
1/1	28086	63%	faild
1/1	28087	63%	faild
1/1	28088	63%	faild
1/1	28089	63%	faild
1/1	28090	63%	faild
1/1	28091	63%	faild
1/1	28092	63%	faild
1/1	28093	63%	faild
1/1	28094	63%	faild
1/1	28095	63%	faild
1/1	28096	63%	faild
1/1	28097	63%	faild
1/1	28098	63%	faild
1/1	28099	63%	faild
1/1	28100	63%	faild
1/1	28101	63%	faild
1/1	28102	63%	faild
1/1	28103	63%	faild
1/1	28104	63%	faild
1/1	28105	63%	faild
1/1	28106	63%	faild
1/1	28107	63%	faild
1/1	28108	63%	faild
1/1	28109	63%	faild
1/1	28110	63%	faild
1/1	28111	63%	faild
1/1	28112	63%	faild
1/1	28113	63%	faild
1/1	28114	63%	faild
1/1	28115	63%	faild
1/1	28116	63%	faild
1/1	28117	63%	faild
1/1	28118	63%	faild
1/1	28119	63%	faild
1/1	28120	63%	faild
1/1	28121	63%	faild
1/1	28122	63%	faild
1/1	28123	63%	faild
1/1	28124	63%	faild
1/1	28125	63%	faild
1/1	28126	63%	faild
1/1	28127	63%	faild
1/1	28128	63%	faild
1/1	28129	63%	faild
1/1	28130	63%	faild
1/1	28131	63%	faild
1/1	28132	63%	faild
1/1	28133	63%	faild
1/1	28134	63%	faild
1/1	28135	63%	faild
1/1	28136	63%	faild
1/1	28137	63%	faild
1/1	28138	63%	faild
1/1	28139	63%	faild
1/1	28140	63%	faild
1/1	28141	63%	faild
1/1	28142	63%	faild
1/1	28143	63%	faild
1/1	28144	63%	faild
1/1	28145	63%	faild
1/1	28146	63%	faild
1/1	28147	63%	faild
1/1	28148	63%	faild
1/1	28149	63%	faild
1/1	28150	63%	faild
1/1	28151	63%	faild
1/1	28152	63%	faild
1/1	28153	63%	faild
1/1	28154	63%	faild
1/1	28155	63%	faild
1/1	28156	63%	faild
1/1	28157	63%	faild
1/1	28158	63%	faild
1/1	28159	63%	faild
1/1	28160	63%	faild
1/1	28161	63%	faild
1/1	28162	63%	faild
1/1	28163	63%	faild
1/1	28164	63%	faild
1/1	28165	63%	faild
1/1	28166	63%	faild
1/1	28167	63%	faild
1/1	28168	63%	faild
1/1	28169	63%	faild
1/1	28170	63%	faild
1/1	28171	63%	faild
1/1	28172	63%	faild
1/1	28173	63%	faild
1/1	28174	63%	faild
1/1	28175	63%	faild
1/1	28176	63%	faild
1/1	28177	63%	faild
1/1	28178	63%	faild
1/1	28179	63%	faild
1/1	28180	63%	faild
1/1	28181	63%	faild
1/1	28182	63%	faild
1/1	28183	63%	faild
1/1	28184	63%	faild
1/1	28185	63%	faild
1/1	28186	63%	faild
1/1	28187	63%	faild
1/1	28188	63%	faild
1/1	28189	63%	faild
1/1	28190	63%	faild
1/1	28191	63%	faild
1/1	28192	63%	faild
1/1	28193	63%	faild
1/1	28194	63%	faild
1/1	28195	63%	faild
1/1	28196	63%	faild
1/1	28197	63%	faild
1/1	28198	63%	faild
1/1	28199	63%	faild
1/1	28200	63%	faild
1/1	28201	63%	faild
1/1	28202	63%	faild
1/1	28203	63%	faild
1/1	28204	63%	faild
1/1	28205	63%	faild
1/1	28206	63%	faild
1/1	28207	63%	faild
1/1	28208	63%	faild
1/1	28209	63%	faild
1/1	28210	63%	faild
1/1	28211	63%	faild
1/1	28212	63%	faild
1/1	28213	63%	faild
1/1	28214	63%	faild
1/1	28215	63%	faild
1/1	28216	63%	faild
1/1	28217	63%	faild
1/1	28218	63%	faild
1/1	28219	63%	faild
1/1	28220	63%	faild
1/1	28221	63%	faild
1/1	28222	63%	faild
1/1	28223	63%	faild
1/1	28224	63%	faild
1/1	28225	63%	faild
1/1	28226	63%	faild
1/1	28227	63%	faild
1/1	28228	63%	faild
1/1	28229	63%	faild
1/1	28230	63%	faild
1/1	28231	63%	faild
1/1	28232	63%	faild
1/1	28233	63%	faild
1/1	28234	63%	faild
1/1	28235	63%	faild
1/1	28236	63%	faild
1/1	28237	63%	faild
1/1	28238	63%	faild
1/1	28239	63%	faild
1/1	28240	63%	faild
1/1	28241	63%	faild
1/1	28242	63%	faild
1/1	28243	63%	faild
1/1	28244	63%	faild
1/1	28245	63%	faild
1/1	28246	63%	faild
1/1	28247	63%	faild
1/1	28248	63%	faild
1/1	28249	63%	faild
1/1	28250	63%	faild
1/1	28251	63%	faild
1/1	28252	63%	faild
1/1	28253	63%	faild
1/1	28254	63%	faild
1/1	28255	63%	faild
1/1	28256	63%	faild
1/1	28257	63%	faild
1/1	28258	63%	faild
1/1	28259	63%	faild
1/1	28260	63%	faild
1/1	28261	63%	faild
1/1	28262	63%	faild
1/1	28263	63%	faild
1/1	28264	63%	faild
1/1	28265	63%	faild
1/1	28266	63%	faild
1/1	28267	63%	faild
1/1	28268	63%	faild
1/1	28269	63%	faild
1/1	28270	63%	faild
1/1	28271	63%	faild
1/1	28272	63%	faild
1/1	28273	63%	faild
1/1	28274	63%	faild
1/1	28275	63%	faild
1/1	28276	63%	faild
1/1	28277	63%	faild
1/1	28278	63%	faild
1/1	28279	63%	faild
1/1	28280	63%	faild
1/1	28281	63%	faild
1/1	28282	63%	faild
1/1	28283	63%	faild
1/1	28284	63%	faild
1/1	28285	63%	faild
1/1	28286	63%	faild
1/1	28287	63%	faild
1/1	28288	63%	faild
1/1	28289	63%	faild
1/1	28290	63%	faild
1/1	28291	63%	faild
1/1	28292	63%	faild
1/1	28293	63%	faild
1/1	28294	63%	faild
1/1	28295	63%	faild
1/1	28296	63%	faild
1/1	28297	63%	faild
1/1	28298	63%	faild
1/1	28299	63%	faild
1/1	28300	63%	faild
1/1	28301	63%	faild
1/1	28302	63%	faild
1/1	28303	63%	faild
1/1	28304	63%	faild
1/1	28305	63%	faild
1/1	28306	63%	faild
1/1	28307	63%	faild
1/1	28308	63%	faild
1/1	28309	63%	faild
1/1	28310	63%	faild
1/1	28311	63%	faild
1/1	28312	63%	faild
1/1	28313	63%	faild
1/1	28314	63%	faild
1/1	28315	63%	faild
1/1	28316	63%	faild
1/1	28317	63%	faild
1/1	28318	63%	faild
1/1	28319	63%	faild
1/1	28320	63%	faild
1/1	28321	63%	faild
1/1	28322	63%	faild
1/1	28323	63%	faild
1/1	28324	63%	faild
1/1	28325	63%	faild
1/1	28326	63%	faild
1/1	28327	63%	faild
1/1	28328	63%	faild
1/1	28329	63%	faild
1/1	28330	63%	faild
1/1	28331	63%	faild
1/1	28332	63%	faild
1/1	28333	63%	faild
1/1	28334	63%	faild
1/1	28335	63%	faild
1/1	28336	63%	faild
1/1	28337	63%	faild
1/1	28338	63%	faild
1/1	28339	63%	faild
1/1	28340	63%	faild
1/1	28341	63%	faild
1/1	28342	63%	faild
1/1	28343	63%	faild
1/1	28344	63%	faild
1/1	28345	63%	faild
1/1	28346	63%	faild
1/1	28347	63%	faild
1/1	28348	63%	faild
1/1	28349	63%	faild
1/1	28350	64%	faild
1/1	28351	64%	faild
1/1	28352	64%	faild
1/1	28353	64%	faild
1/1	28354	64%	faild
1/1	28355	64%	faild
1/1	28356	64%	faild
1/1	28357	64%	faild
1/1	28358	64%	faild
1/1	28359	64%	faild
1/1	28360	64%	faild
1/1	28361	64%	faild
1/1	28362	64%	faild
1/1	28363	64%	faild
1/1	28364	64%	faild
1/1	28365	64%	faild
1/1	28366	64%	faild
1/1	28367	64%	faild
1/1	28368	64%	faild
1/1	28369	64%	faild
1/1	28370	64%	faild
1/1	28371	64%	faild
1/1	28372	64%	faild
1/1	28373	64%	faild
1/1	28374	64%	faild
1/1	28375	64%	faild
1/1	28376	64%	faild
1/1	28377	64%	faild
1/1	28378	64%	faild
1/1	28379	64%	faild
1/1	28380	64%	faild
1/1	28381	64%	faild
1/1	28382	64%	faild
1/1	28383	64%	faild
1/1	28384	64%	faild
1/1	28385	64%	faild
1/1	28386	64%	faild
1/1	28387	64%	faild
1/1	28388	64%	faild
1/1	28389	64%	faild
1/1	28390	64%	faild
1/1	28391	64%	faild
1/1	28392	64%	faild
1/1	28393	64%	faild
1/1	28394	64%	faild
1/1	28395	64%	faild
1/1	28396	64%	faild
1/1	28397	64%	faild
1/1	28398	64%	faild
1/1	28399	64%	faild
1/1	28400	64%	faild
1/1	28401	64%	faild
1/1	28402	64%	faild
1/1	28403	64%	faild
1/1	28404	64%	faild
1/1	28405	64%	faild
1/1	28406	64%	faild
1/1	28407	64%	faild
1/1	28408	64%	faild
1/1	28409	64%	faild
1/1	28410	64%	faild
1/1	28411	64%	faild
1/1	28412	64%	faild
1/1	28413	64%	faild
1/1	28414	64%	faild
1/1	28415	64%	faild
1/1	28416	64%	faild
1/1	28417	64%	faild
1/1	28418	64%	faild
1/1	28419	64%	faild
1/1	28420	64%	faild
1/1	28421	64%	faild
1/1	28422	64%	faild
1/1	28423	64%	faild
1/1	28424	64%	faild
1/1	28425	64%	faild
1/1	28426	64%	faild
1/1	28427	64%	faild
1/1	28428	64%	faild
1/1	28429	64%	faild
1/1	28430	64%	faild
1/1	28431	64%	faild
1/1	28432	64%	faild
1/1	28433	64%	faild
1/1	28434	64%	faild
1/1	28435	64%	faild
1/1	28436	64%	faild
1/1	28437	64%	faild
1/1	28438	64%	faild
1/1	28439	64%	faild
1/1	28440	64%	faild
1/1	28441	64%	faild
1/1	28442	64%	faild
1/1	28443	64%	faild
1/1	28444	64%	faild
1/1	28445	64%	faild
1/1	28446	64%	faild
1/1	28447	64%	faild
1/1	28448	64%	faild
1/1	28449	64%	faild
1/1	28450	64%	faild
1/1	28451	64%	faild
1/1	28452	64%	faild
1/1	28453	64%	faild
1/1	28454	64%	faild
1/1	28455	64%	faild
1/1	28456	64%	faild
1/1	28457	64%	faild
1/1	28458	64%	faild
1/1	28459	64%	faild
1/1	28460	64%	faild
1/1	28461	64%	faild
1/1	28462	64%	faild
1/1	28463	64%	faild
1/1	28464	64%	faild
1/1	28465	64%	faild
1/1	28466	64%	faild
1/1	28467	64%	faild
1/1	28468	64%	faild
1/1	28469	64%	faild
1/1	28470	64%	faild
1/1	28471	64%	faild
1/1	28472	64%	faild
1/1	28473	64%	faild
1/1	28474	64%	faild
1/1	28475	64%	faild
1/1	28476	64%	faild
1/1	28477	64%	faild
1/1	28478	64%	faild
1/1	28479	64%	faild
1/1	28480	64%	faild
1/1	28481	64%	faild
1/1	28482	64%	faild
1/1	28483	64%	faild
1/1	28484	64%	faild
1/1	28485	64%	faild
1/1	28486	64%	faild
1/1	28487	64%	faild
1/1	28488	64%	faild
1/1	28489	64%	faild
1/1	28490	64%	faild
1/1	28491	64%	faild
1/1	28492	64%	faild
1/1	28493	64%	faild
1/1	28494	64%	faild
1/1	28495	64%	faild
1/1	28496	64%	faild
1/1	28497	64%	faild
1/1	28498	64%	faild
1/1	28499	64%	faild
1/1	28500	64%	faild
1/1	28501	64%	faild
1/1	28502	64%	faild
1/1	28503	64%	faild
1/1	28504	64%	faild
1/1	28505	64%	faild
1/1	28506	64%	faild
1/1	28507	64%	faild
1/1	28508	64%	faild
1/1	28509	64%	faild
1/1	28510	64%	faild
1/1	28511	64%	faild
1/1	28512	64%	faild
1/1	28513	64%	faild
1/1	28514	64%	faild
1/1	28515	64%	faild
1/1	28516	64%	faild
1/1	28517	64%	faild
1/1	28518	64%	faild
1/1	28519	64%	faild
1/1	28520	64%	faild
1/1	28521	64%	faild
1/1	28522	64%	faild
1/1	28523	64%	faild
1/1	28524	64%	faild
1/1	28525	64%	faild
1/1	28526	64%	faild
1/1	28527	64%	faild
1/1	28528	64%	faild
1/1	28529	64%	faild
1/1	28530	64%	faild
1/1	28531	64%	faild
1/1	28532	64%	faild
1/1	28533	64%	faild
1/1	28534	64%	faild
1/1	28535	64%	faild
1/1	28536	64%	faild
1/1	28537	64%	faild
1/1	28538	64%	faild
1/1	28539	64%	faild
1/1	28540	64%	faild
1/1	28541	64%	faild
1/1	28542	64%	faild
1/1	28543	64%	faild
1/1	28544	64%	faild
1/1	28545	64%	faild
1/1	28546	64%	faild
1/1	28547	64%	faild
1/1	28548	64%	faild
1/1	28549	64%	faild
1/1	28550	64%	faild
1/1	28551	64%	faild
1/1	28552	64%	faild
1/1	28553	64%	faild
1/1	28554	64%	faild
1/1	28555	64%	faild
1/1	28556	64%	faild
1/1	28557	64%	faild
1/1	28558	64%	faild
1/1	28559	64%	faild
1/1	28560	64%	faild
1/1	28561	64%	faild
1/1	28562	64%	faild
1/1	28563	64%	faild
1/1	28564	64%	faild
1/1	28565	64%	faild
1/1	28566	64%	faild
1/1	28567	64%	faild
1/1	28568	64%	faild
1/1	28569	64%	faild
1/1	28570	64%	faild
1/1	28571	64%	faild
1/1	28572	64%	faild
1/1	28573	64%	faild
1/1	28574	64%	faild
1/1	28575	64%	faild
1/1	28576	64%	faild
1/1	28577	64%	faild
1/1	28578	64%	faild
1/1	28579	64%	faild
1/1	28580	64%	faild
1/1	28581	64%	faild
1/1	28582	64%	faild
1/1	28583	64%	faild
1/1	28584	64%	faild
1/1	28585	64%	faild
1/1	28586	64%	faild
1/1	28587	64%	faild
1/1	28588	64%	faild
1/1	28589	64%	faild
1/1	28590	64%	faild
1/1	28591	64%	faild
1/1	28592	64%	faild
1/1	28593	64%	faild
1/1	28594	64%	faild
1/1	28595	64%	faild
1/1	28596	64%	faild
1/1	28597	64%	faild
1/1	28598	64%	faild
1/1	28599	64%	faild
1/1	28600	64%	faild
1/1	28601	64%	faild
1/1	28602	64%	faild
1/1	28603	64%	faild
1/1	28604	64%	faild
1/1	28605	64%	faild
1/1	28606	64%	faild
1/1	28607	64%	faild
1/1	28608	64%	faild
1/1	28609	64%	faild
1/1	28610	64%	faild
1/1	28611	64%	faild
1/1	28612	64%	faild
1/1	28613	64%	faild
1/1	28614	64%	faild
1/1	28615	64%	faild
1/1	28616	64%	faild
1/1	28617	64%	faild
1/1	28618	64%	faild
1/1	28619	64%	faild
1/1	28620	64%	faild
1/1	28621	64%	faild
1/1	28622	64%	faild
1/1	28623	64%	faild
1/1	28624	64%	faild
1/1	28625	64%	faild
1/1	28626	64%	faild
1/1	28627	64%	faild
1/1	28628	64%	faild
1/1	28629	64%	faild
1/1	28630	64%	faild
1/1	28631	64%	faild
1/1	28632	64%	faild
1/1	28633	64%	faild
1/1	28634	64%	faild
1/1	28635	64%	faild
1/1	28636	64%	faild
1/1	28637	64%	faild
1/1	28638	64%	faild
1/1	28639	64%	faild
1/1	28640	64%	faild
1/1	28641	64%	faild
1/1	28642	64%	faild
1/1	28643	64%	faild
1/1	28644	64%	faild
1/1	28645	64%	faild
1/1	28646	64%	faild
1/1	28647	64%	faild
1/1	28648	64%	faild
1/1	28649	64%	faild
1/1	28650	64%	faild
1/1	28651	64%	faild
1/1	28652	64%	faild
1/1	28653	64%	faild
1/1	28654	64%	faild
1/1	28655	64%	faild
1/1	28656	64%	faild
1/1	28657	64%	faild
1/1	28658	64%	faild
1/1	28659	64%	faild
1/1	28660	64%	faild
1/1	28661	64%	faild
1/1	28662	64%	faild
1/1	28663	64%	faild
1/1	28664	64%	faild
1/1	28665	64%	faild
1/1	28666	64%	faild
1/1	28667	64%	faild
1/1	28668	64%	faild
1/1	28669	64%	faild
1/1	28670	64%	faild
1/1	28671	64%	faild
1/1	28672	64%	faild
1/1	28673	64%	faild
1/1	28674	64%	faild
1/1	28675	64%	faild
1/1	28676	64%	faild
1/1	28677	64%	faild
1/1	28678	64%	faild
1/1	28679	64%	faild
1/1	28680	64%	faild
1/1	28681	64%	faild
1/1	28682	64%	faild
1/1	28683	64%	faild
1/1	28684	64%	faild
1/1	28685	64%	faild
1/1	28686	64%	faild
1/1	28687	64%	faild
1/1	28688	64%	faild
1/1	28689	64%	faild
1/1	28690	64%	faild
1/1	28691	64%	faild
1/1	28692	64%	faild
1/1	28693	64%	faild
1/1	28694	64%	faild
1/1	28695	64%	faild
1/1	28696	64%	faild
1/1	28697	64%	faild
1/1	28698	64%	faild
1/1	28699	64%	faild
1/1	28700	64%	faild
1/1	28701	64%	faild
1/1	28702	64%	faild
1/1	28703	64%	faild
1/1	28704	64%	faild
1/1	28705	64%	faild
1/1	28706	64%	faild
1/1	28707	64%	faild
1/1	28708	64%	faild
1/1	28709	64%	faild
1/1	28710	64%	faild
1/1	28711	64%	faild
1/1	28712	64%	faild
1/1	28713	64%	faild
1/1	28714	64%	faild
1/1	28715	64%	faild
1/1	28716	64%	faild
1/1	28717	64%	faild
1/1	28718	64%	faild
1/1	28719	64%	faild
1/1	28720	64%	faild
1/1	28721	64%	faild
1/1	28722	64%	faild
1/1	28723	64%	faild
1/1	28724	64%	faild
1/1	28725	64%	faild
1/1	28726	64%	faild
1/1	28727	64%	faild
1/1	28728	64%	faild
1/1	28729	64%	faild
1/1	28730	64%	faild
1/1	28731	64%	faild
1/1	28732	64%	faild
1/1	28733	64%	faild
1/1	28734	64%	faild
1/1	28735	64%	faild
1/1	28736	64%	faild
1/1	28737	64%	faild
1/1	28738	64%	faild
1/1	28739	64%	faild
1/1	28740	64%	faild
1/1	28741	64%	faild
1/1	28742	64%	faild
1/1	28743	64%	faild
1/1	28744	64%	faild
1/1	28745	64%	faild
1/1	28746	64%	faild
1/1	28747	64%	faild
1/1	28748	64%	faild
1/1	28749	64%	faild
1/1	28750	64%	faild
1/1	28751	64%	faild
1/1	28752	64%	faild
1/1	28753	64%	faild
1/1	28754	64%	faild
1/1	28755	64%	faild
1/1	28756	64%	faild
1/1	28757	64%	faild
1/1	28758	64%	faild
1/1	28759	64%	faild
1/1	28760	64%	faild
1/1	28761	64%	faild
1/1	28762	64%	faild
1/1	28763	64%	faild
1/1	28764	64%	faild
1/1	28765	64%	faild
1/1	28766	64%	faild
1/1	28767	64%	faild
1/1	28768	64%	faild
1/1	28769	64%	faild
1/1	28770	64%	faild
1/1	28771	64%	faild
1/1	28772	64%	faild
1/1	28773	64%	faild
1/1	28774	64%	faild
1/1	28775	64%	faild
1/1	28776	64%	faild
1/1	28777	64%	faild
1/1	28778	64%	faild
1/1	28779	64%	faild
1/1	28780	64%	faild
1/1	28781	64%	faild
1/1	28782	64%	faild
1/1	28783	64%	faild
1/1	28784	64%	faild
1/1	28785	64%	faild
1/1	28786	64%	faild
1/1	28787	64%	faild
1/1	28788	64%	faild
1/1	28789	64%	faild
1/1	28790	64%	faild
1/1	28791	64%	faild
1/1	28792	64%	faild
1/1	28793	64%	faild
1/1	28794	64%	faild
1/1	28795	64%	faild
1/1	28796	65%	faild
1/1	28797	65%	faild
1/1	28798	65%	faild
1/1	28799	65%	faild
1/1	28800	65%	faild
1/1	28801	65%	faild
1/1	28802	65%	faild
1/1	28803	65%	faild
1/1	28804	65%	faild
1/1	28805	65%	faild
1/1	28806	65%	faild
1/1	28807	65%	faild
1/1	28808	65%	faild
1/1	28809	65%	faild
1/1	28810	65%	faild
1/1	28811	65%	faild
1/1	28812	65%	faild
1/1	28813	65%	faild
1/1	28814	65%	faild
1/1	28815	65%	faild
1/1	28816	65%	faild
1/1	28817	65%	faild
1/1	28818	65%	faild
1/1	28819	65%	faild
1/1	28820	65%	faild
1/1	28821	65%	faild
1/1	28822	65%	faild
1/1	28823	65%	faild
1/1	28824	65%	faild
1/1	28825	65%	faild
1/1	28826	65%	faild
1/1	28827	65%	faild
1/1	28828	65%	faild
1/1	28829	65%	faild
1/1	28830	65%	faild
1/1	28831	65%	faild
1/1	28832	65%	faild
1/1	28833	65%	faild
1/1	28834	65%	faild
1/1	28835	65%	faild
1/1	28836	65%	faild
1/1	28837	65%	faild
1/1	28838	65%	faild
1/1	28839	65%	faild
1/1	28840	65%	faild
1/1	28841	65%	faild
1/1	28842	65%	faild
1/1	28843	65%	faild
1/1	28844	65%	faild
1/1	28845	65%	faild
1/1	28846	65%	faild
1/1	28847	65%	faild
1/1	28848	65%	faild
1/1	28849	65%	faild
1/1	28850	65%	faild
1/1	28851	65%	faild
1/1	28852	65%	faild
1/1	28853	65%	faild
1/1	28854	65%	faild
1/1	28855	65%	faild
1/1	28856	65%	faild
1/1	28857	65%	faild
1/1	28858	65%	faild
1/1	28859	65%	faild
1/1	28860	65%	faild
1/1	28861	65%	faild
1/1	28862	65%	faild
1/1	28863	65%	faild
1/1	28864	65%	faild
1/1	28865	65%	faild
1/1	28866	65%	faild
1/1	28867	65%	faild
1/1	28868	65%	faild
1/1	28869	65%	faild
1/1	28870	65%	faild
1/1	28871	65%	faild
1/1	28872	65%	faild
1/1	28873	65%	faild
1/1	28874	65%	faild
1/1	28875	65%	faild
1/1	28876	65%	faild
1/1	28877	65%	faild
1/1	28878	65%	faild
1/1	28879	65%	faild
1/1	28880	65%	faild
1/1	28881	65%	faild
1/1	28882	65%	faild
1/1	28883	65%	faild
1/1	28884	65%	faild
1/1	28885	65%	faild
1/1	28886	65%	faild
1/1	28887	65%	faild
1/1	28888	65%	faild
1/1	28889	65%	faild
1/1	28890	65%	faild
1/1	28891	65%	faild
1/1	28892	65%	faild
1/1	28893	65%	faild
1/1	28894	65%	faild
1/1	28895	65%	faild
1/1	28896	65%	faild
1/1	28897	65%	faild
1/1	28898	65%	faild
1/1	28899	65%	faild
1/1	28900	65%	faild
1/1	28901	65%	faild
1/1	28902	65%	faild
1/1	28903	65%	faild
1/1	28904	65%	faild
1/1	28905	65%	faild
1/1	28906	65%	faild
1/1	28907	65%	faild
1/1	28908	65%	faild
1/1	28909	65%	faild
1/1	28910	65%	faild
1/1	28911	65%	faild
1/1	28912	65%	faild
1/1	28913	65%	faild
1/1	28914	65%	faild
1/1	28915	65%	faild
1/1	28916	65%	faild
1/1	28917	65%	faild
1/1	28918	65%	faild
1/1	28919	65%	faild
1/1	28920	65%	faild
1/1	28921	65%	faild
1/1	28922	65%	faild
1/1	28923	65%	faild
1/1	28924	65%	faild
1/1	28925	65%	faild
1/1	28926	65%	faild
1/1	28927	65%	faild
1/1	28928	65%	faild
1/1	28929	65%	faild
1/1	28930	65%	faild
1/1	28931	65%	faild
1/1	28932	65%	faild
1/1	28933	65%	faild
1/1	28934	65%	faild
1/1	28935	65%	faild
1/1	28936	65%	faild
1/1	28937	65%	faild
1/1	28938	65%	faild
1/1	28939	65%	faild
1/1	28940	65%	faild
1/1	28941	65%	faild
1/1	28942	65%	faild
1/1	28943	65%	faild
1/1	28944	65%	faild
1/1	28945	65%	faild
1/1	28946	65%	faild
1/1	28947	65%	faild
1/1	28948	65%	faild
1/1	28949	65%	faild
1/1	28950	65%	faild
1/1	28951	65%	faild
1/1	28952	65%	faild
1/1	28953	65%	faild
1/1	28954	65%	faild
1/1	28955	65%	faild
1/1	28956	65%	faild
1/1	28957	65%	faild
1/1	28958	65%	faild
1/1	28959	65%	faild
1/1	28960	65%	faild
1/1	28961	65%	faild
1/1	28962	65%	faild
1/1	28963	65%	faild
1/1	28964	65%	faild
1/1	28965	65%	faild
1/1	28966	65%	faild
1/1	28967	65%	faild
1/1	28968	65%	faild
1/1	28969	65%	faild
1/1	28970	65%	faild
1/1	28971	65%	faild
1/1	28972	65%	faild
1/1	28973	65%	faild
1/1	28974	65%	faild
1/1	28975	65%	faild
1/1	28976	65%	faild
1/1	28977	65%	faild
1/1	28978	65%	faild
1/1	28979	65%	faild
1/1	28980	65%	faild
1/1	28981	65%	faild
1/1	28982	65%	faild
1/1	28983	65%	faild
1/1	28984	65%	faild
1/1	28985	65%	faild
1/1	28986	65%	faild
1/1	28987	65%	faild
1/1	28988	65%	faild
1/1	28989	65%	faild
1/1	28990	65%	faild
1/1	28991	65%	faild
1/1	28992	65%	faild
1/1	28993	65%	faild
1/1	28994	65%	faild
1/1	28995	65%	faild
1/1	28996	65%	faild
1/1	28997	65%	faild
1/1	28998	65%	faild
1/1	28999	65%	faild
1/1	29000	65%	faild
1/1	29001	65%	faild
1/1	29002	65%	faild
1/1	29003	65%	faild
1/1	29004	65%	faild
1/1	29005	65%	faild
1/1	29006	65%	faild
1/1	29007	65%	faild
1/1	29008	65%	faild
1/1	29009	65%	faild
1/1	29010	65%	faild
1/1	29011	65%	faild
1/1	29012	65%	faild
1/1	29013	65%	faild
1/1	29014	65%	faild
1/1	29015	65%	faild
1/1	29016	65%	faild
1/1	29017	65%	faild
1/1	29018	65%	faild
1/1	29019	65%	faild
1/1	29020	65%	faild
1/1	29021	65%	faild
1/1	29022	65%	faild
1/1	29023	65%	faild
1/1	29024	65%	faild
