C:\Users\NCEPU\Documents\Visual Studio 2015\Projects\ImportData\ImportData\¹øÂ¯Ğ§ÂÊ01.csv
file	line	process	state
1/1	10743	24%	faild
1/1	10744	24%	faild
1/1	10745	24%	faild
1/1	10746	24%	faild
1/1	10747	24%	faild
1/1	10748	24%	faild
1/1	10749	24%	faild
1/1	10750	24%	faild
1/1	10751	24%	faild
1/1	10752	24%	faild
1/1	10753	24%	faild
1/1	10754	24%	faild
1/1	10755	24%	faild
1/1	10756	24%	faild
1/1	10757	24%	faild
1/1	10758	24%	faild
1/1	10759	24%	faild
1/1	10760	24%	faild
1/1	10761	24%	faild
1/1	10762	24%	faild
1/1	10763	24%	faild
1/1	10764	24%	faild
1/1	10765	24%	faild
1/1	10766	24%	faild
1/1	10767	24%	faild
1/1	10768	24%	faild
1/1	10769	24%	faild
1/1	10770	24%	faild
1/1	10771	24%	faild
1/1	10772	24%	faild
1/1	10773	24%	faild
1/1	10774	24%	faild
1/1	10775	24%	faild
1/1	10776	24%	faild
1/1	10777	24%	faild
1/1	10778	24%	faild
1/1	10779	24%	faild
1/1	10780	24%	faild
1/1	10781	24%	faild
1/1	10782	24%	faild
1/1	10783	24%	faild
1/1	10784	24%	faild
1/1	10785	24%	faild
1/1	10786	24%	faild
1/1	10787	24%	faild
1/1	10788	24%	faild
1/1	10789	24%	faild
1/1	10790	24%	faild
1/1	10791	24%	faild
1/1	10792	24%	faild
1/1	10793	24%	faild
1/1	10794	24%	faild
1/1	10795	24%	faild
1/1	10796	24%	faild
1/1	10797	24%	faild
1/1	10798	24%	faild
1/1	10799	24%	faild
1/1	10800	24%	faild
1/1	10801	24%	faild
1/1	10802	24%	faild
1/1	10803	24%	faild
1/1	10804	24%	faild
1/1	10805	24%	faild
1/1	10806	24%	faild
1/1	10807	24%	faild
1/1	10808	24%	faild
1/1	10809	24%	faild
1/1	10810	24%	faild
1/1	10811	24%	faild
1/1	10812	24%	faild
1/1	10813	24%	faild
1/1	10814	24%	faild
1/1	10815	24%	faild
1/1	10816	24%	faild
1/1	10817	24%	faild
1/1	10818	24%	faild
1/1	10819	24%	faild
1/1	10820	24%	faild
1/1	10821	24%	faild
1/1	10822	24%	faild
1/1	10823	24%	faild
1/1	10824	24%	faild
1/1	10825	24%	faild
1/1	10826	24%	faild
1/1	10827	24%	faild
1/1	10828	24%	faild
1/1	10829	24%	faild
1/1	10830	24%	faild
1/1	10831	24%	faild
1/1	10832	24%	faild
1/1	10833	24%	faild
1/1	10834	24%	faild
1/1	10835	24%	faild
1/1	10836	24%	faild
1/1	10837	24%	faild
1/1	10838	24%	faild
1/1	10839	24%	faild
1/1	10840	24%	faild
1/1	10841	24%	faild
1/1	10842	24%	faild
1/1	10843	24%	faild
1/1	10844	24%	faild
1/1	10845	24%	faild
1/1	10846	24%	faild
1/1	10847	24%	faild
1/1	10848	24%	faild
1/1	10849	24%	faild
1/1	10850	24%	faild
1/1	10851	24%	faild
1/1	10852	24%	faild
1/1	10853	24%	faild
1/1	10854	24%	faild
1/1	10855	24%	faild
1/1	10856	24%	faild
1/1	10857	24%	faild
1/1	10858	24%	faild
1/1	10859	24%	faild
1/1	10860	24%	faild
1/1	10861	24%	faild
1/1	10862	24%	faild
1/1	10863	24%	faild
1/1	10864	24%	faild
1/1	10865	24%	faild
1/1	10866	24%	faild
1/1	10867	24%	faild
1/1	10868	24%	faild
1/1	10869	24%	faild
1/1	10870	24%	faild
1/1	10871	24%	faild
1/1	10872	24%	faild
1/1	10873	24%	faild
1/1	10874	24%	faild
1/1	10875	24%	faild
1/1	10876	24%	faild
1/1	10877	24%	faild
1/1	10878	24%	faild
1/1	10879	24%	faild
1/1	10880	24%	faild
1/1	10881	24%	faild
1/1	10882	24%	faild
1/1	10883	24%	faild
1/1	10884	24%	faild
1/1	10885	24%	faild
1/1	10886	24%	faild
1/1	10887	24%	faild
1/1	10888	24%	faild
1/1	10889	24%	faild
1/1	10890	24%	faild
1/1	10891	24%	faild
1/1	10892	24%	faild
1/1	10893	24%	faild
1/1	10894	24%	faild
1/1	10895	24%	faild
1/1	10896	24%	faild
1/1	10897	24%	faild
1/1	10898	24%	faild
1/1	10899	24%	faild
1/1	10900	24%	faild
1/1	10901	24%	faild
1/1	10902	24%	faild
1/1	10903	24%	faild
1/1	10904	24%	faild
1/1	10905	24%	faild
1/1	10906	24%	faild
1/1	10907	24%	faild
1/1	10908	24%	faild
1/1	10909	24%	faild
1/1	10910	24%	faild
1/1	10911	24%	faild
1/1	10912	24%	faild
1/1	10913	24%	faild
1/1	10914	24%	faild
1/1	10915	24%	faild
1/1	10916	24%	faild
1/1	10917	24%	faild
1/1	10918	24%	faild
1/1	10919	24%	faild
1/1	10920	24%	faild
1/1	10921	24%	faild
1/1	10922	24%	faild
1/1	10923	24%	faild
1/1	10924	24%	faild
1/1	10925	24%	faild
1/1	10926	24%	faild
1/1	10927	24%	faild
1/1	10928	24%	faild
1/1	10929	24%	faild
1/1	10930	24%	faild
1/1	10931	24%	faild
1/1	10932	24%	faild
1/1	10933	24%	faild
1/1	10934	24%	faild
1/1	10935	24%	faild
1/1	10936	24%	faild
1/1	10937	24%	faild
1/1	10938	24%	faild
1/1	10939	24%	faild
1/1	10940	25%	faild
1/1	10941	25%	faild
1/1	10942	25%	faild
1/1	10943	25%	faild
1/1	10944	25%	faild
1/1	10945	25%	faild
1/1	10946	25%	faild
1/1	10947	25%	faild
1/1	10948	25%	faild
1/1	10949	25%	faild
1/1	10950	25%	faild
1/1	10951	25%	faild
1/1	10952	25%	faild
1/1	10953	25%	faild
1/1	10954	25%	faild
1/1	10955	25%	faild
1/1	10956	25%	faild
1/1	10957	25%	faild
1/1	10958	25%	faild
1/1	10959	25%	faild
1/1	10960	25%	faild
1/1	10961	25%	faild
1/1	10962	25%	faild
1/1	10963	25%	faild
1/1	10964	25%	faild
1/1	10965	25%	faild
1/1	10966	25%	faild
1/1	10967	25%	faild
1/1	10968	25%	faild
1/1	10969	25%	faild
1/1	10970	25%	faild
1/1	10971	25%	faild
1/1	10972	25%	faild
1/1	10973	25%	faild
1/1	10974	25%	faild
1/1	10975	25%	faild
1/1	10976	25%	faild
1/1	10977	25%	faild
1/1	10978	25%	faild
1/1	10979	25%	faild
1/1	10980	25%	faild
1/1	10981	25%	faild
1/1	10982	25%	faild
1/1	10983	25%	faild
1/1	10984	25%	faild
1/1	10985	25%	faild
1/1	10986	25%	faild
1/1	10987	25%	faild
1/1	10988	25%	faild
1/1	10989	25%	faild
1/1	10990	25%	faild
1/1	10991	25%	faild
1/1	10992	25%	faild
1/1	10993	25%	faild
1/1	10994	25%	faild
1/1	10995	25%	faild
1/1	10996	25%	faild
1/1	10997	25%	faild
1/1	10998	25%	faild
1/1	10999	25%	faild
1/1	11000	25%	faild
1/1	11001	25%	faild
1/1	11002	25%	faild
1/1	11003	25%	faild
1/1	11004	25%	faild
1/1	11005	25%	faild
1/1	11006	25%	faild
1/1	11007	25%	faild
1/1	11008	25%	faild
1/1	11009	25%	faild
1/1	11010	25%	faild
1/1	11011	25%	faild
1/1	11012	25%	faild
1/1	11013	25%	faild
1/1	11014	25%	faild
1/1	11015	25%	faild
1/1	11016	25%	faild
1/1	11017	25%	faild
1/1	11018	25%	faild
1/1	11019	25%	faild
1/1	11020	25%	faild
1/1	11021	25%	faild
1/1	11022	25%	faild
1/1	11023	25%	faild
1/1	11024	25%	faild
1/1	11025	25%	faild
1/1	11026	25%	faild
1/1	11027	25%	faild
1/1	11028	25%	faild
1/1	11029	25%	faild
1/1	11030	25%	faild
1/1	11031	25%	faild
1/1	11032	25%	faild
1/1	11033	25%	faild
1/1	11034	25%	faild
1/1	11035	25%	faild
1/1	11036	25%	faild
1/1	11037	25%	faild
1/1	11038	25%	faild
1/1	11039	25%	faild
1/1	11040	25%	faild
1/1	11041	25%	faild
1/1	11042	25%	faild
1/1	11043	25%	faild
1/1	11044	25%	faild
1/1	11045	25%	faild
1/1	11046	25%	faild
1/1	11047	25%	faild
1/1	11048	25%	faild
1/1	11049	25%	faild
1/1	11050	25%	faild
1/1	11051	25%	faild
1/1	11052	25%	faild
1/1	11053	25%	faild
1/1	11054	25%	faild
1/1	11055	25%	faild
1/1	11056	25%	faild
1/1	11057	25%	faild
1/1	11058	25%	faild
1/1	11059	25%	faild
1/1	11060	25%	faild
1/1	11061	25%	faild
1/1	11062	25%	faild
1/1	11063	25%	faild
1/1	11064	25%	faild
1/1	11065	25%	faild
1/1	11066	25%	faild
1/1	11067	25%	faild
1/1	11068	25%	faild
1/1	11069	25%	faild
1/1	11070	25%	faild
1/1	11071	25%	faild
1/1	11072	25%	faild
1/1	11073	25%	faild
1/1	11074	25%	faild
1/1	11075	25%	faild
1/1	11076	25%	faild
1/1	11077	25%	faild
1/1	11078	25%	faild
1/1	11079	25%	faild
1/1	11080	25%	faild
1/1	11081	25%	faild
1/1	11082	25%	faild
1/1	11083	25%	faild
1/1	11084	25%	faild
1/1	11085	25%	faild
1/1	11086	25%	faild
1/1	11087	25%	faild
1/1	11088	25%	faild
1/1	11089	25%	faild
1/1	11090	25%	faild
1/1	11091	25%	faild
1/1	11092	25%	faild
1/1	11093	25%	faild
1/1	11094	25%	faild
1/1	11095	25%	faild
1/1	11096	25%	faild
1/1	11097	25%	faild
1/1	11098	25%	faild
1/1	11099	25%	faild
1/1	11100	25%	faild
1/1	11101	25%	faild
1/1	11102	25%	faild
1/1	11103	25%	faild
1/1	11104	25%	faild
1/1	11105	25%	faild
1/1	11106	25%	faild
1/1	11107	25%	faild
1/1	11108	25%	faild
1/1	11109	25%	faild
1/1	11110	25%	faild
1/1	11111	25%	faild
1/1	11112	25%	faild
1/1	11113	25%	faild
1/1	11114	25%	faild
1/1	11115	25%	faild
1/1	11116	25%	faild
1/1	11117	25%	faild
1/1	11118	25%	faild
1/1	11119	25%	faild
1/1	11120	25%	faild
1/1	11121	25%	faild
1/1	11122	25%	faild
1/1	11123	25%	faild
1/1	11124	25%	faild
1/1	11125	25%	faild
1/1	11126	25%	faild
1/1	11127	25%	faild
1/1	11128	25%	faild
1/1	11129	25%	faild
1/1	11130	25%	faild
1/1	11131	25%	faild
1/1	11132	25%	faild
1/1	11133	25%	faild
1/1	11134	25%	faild
1/1	11135	25%	faild
1/1	11136	25%	faild
1/1	11137	25%	faild
1/1	11138	25%	faild
1/1	11139	25%	faild
1/1	11140	25%	faild
1/1	11141	25%	faild
1/1	11142	25%	faild
1/1	11143	25%	faild
1/1	11144	25%	faild
1/1	11145	25%	faild
1/1	11146	25%	faild
1/1	11147	25%	faild
1/1	11148	25%	faild
1/1	11149	25%	faild
1/1	11150	25%	faild
1/1	11151	25%	faild
1/1	11152	25%	faild
1/1	11153	25%	faild
1/1	11154	25%	faild
1/1	11155	25%	faild
1/1	11156	25%	faild
1/1	11157	25%	faild
1/1	11158	25%	faild
1/1	11159	25%	faild
1/1	11160	25%	faild
1/1	11161	25%	faild
1/1	11162	25%	faild
1/1	11163	25%	faild
1/1	11164	25%	faild
1/1	11165	25%	faild
1/1	11166	25%	faild
1/1	11167	25%	faild
1/1	11168	25%	faild
1/1	11169	25%	faild
1/1	11170	25%	faild
1/1	11171	25%	faild
1/1	11172	25%	faild
1/1	11173	25%	faild
1/1	11174	25%	faild
1/1	11175	25%	faild
1/1	11176	25%	faild
1/1	11177	25%	faild
1/1	11178	25%	faild
1/1	11179	25%	faild
1/1	11180	25%	faild
1/1	11181	25%	faild
1/1	11182	25%	faild
1/1	11183	25%	faild
1/1	11184	25%	faild
1/1	11185	25%	faild
1/1	11186	25%	faild
1/1	11187	25%	faild
1/1	11188	25%	faild
1/1	11189	25%	faild
1/1	11190	25%	faild
1/1	11191	25%	faild
1/1	11192	25%	faild
1/1	11193	25%	faild
1/1	11194	25%	faild
1/1	11195	25%	faild
1/1	11196	25%	faild
1/1	11197	25%	faild
1/1	11198	25%	faild
1/1	11199	25%	faild
1/1	11200	25%	faild
1/1	11201	25%	faild
1/1	11202	25%	faild
1/1	11203	25%	faild
1/1	11204	25%	faild
1/1	11205	25%	faild
1/1	11206	25%	faild
1/1	11207	25%	faild
1/1	11208	25%	faild
1/1	11209	25%	faild
1/1	11210	25%	faild
1/1	11211	25%	faild
1/1	11212	25%	faild
1/1	11213	25%	faild
1/1	11214	25%	faild
1/1	11215	25%	faild
1/1	11216	25%	faild
1/1	11217	25%	faild
1/1	11218	25%	faild
1/1	11219	25%	faild
1/1	11220	25%	faild
1/1	11221	25%	faild
1/1	11222	25%	faild
1/1	11223	25%	faild
1/1	11224	25%	faild
1/1	11225	25%	faild
1/1	11226	25%	faild
1/1	11227	25%	faild
1/1	11228	25%	faild
1/1	11229	25%	faild
1/1	11230	25%	faild
1/1	11231	25%	faild
1/1	11232	25%	faild
1/1	11233	25%	faild
1/1	11234	25%	faild
1/1	11235	25%	faild
1/1	11236	25%	faild
1/1	11237	25%	faild
1/1	11238	25%	faild
1/1	11239	25%	faild
1/1	11240	25%	faild
1/1	11241	25%	faild
1/1	11242	25%	faild
1/1	11243	25%	faild
1/1	11244	25%	faild
1/1	11245	25%	faild
1/1	11246	25%	faild
1/1	11247	25%	faild
1/1	11248	25%	faild
1/1	11249	25%	faild
1/1	11250	25%	faild
1/1	11251	25%	faild
1/1	11252	25%	faild
1/1	11253	25%	faild
1/1	11254	25%	faild
1/1	11255	25%	faild
1/1	11256	25%	faild
1/1	11257	25%	faild
1/1	11258	25%	faild
1/1	11259	25%	faild
1/1	11260	25%	faild
1/1	11261	25%	faild
1/1	11262	25%	faild
1/1	11263	25%	faild
1/1	11264	25%	faild
1/1	11265	25%	faild
1/1	11266	25%	faild
1/1	11267	25%	faild
1/1	11268	25%	faild
1/1	11269	25%	faild
1/1	11270	25%	faild
1/1	11271	25%	faild
1/1	11272	25%	faild
1/1	11273	25%	faild
1/1	11274	25%	faild
1/1	11275	25%	faild
1/1	11276	25%	faild
1/1	11277	25%	faild
1/1	11278	25%	faild
1/1	11279	25%	faild
1/1	11280	25%	faild
1/1	11281	25%	faild
1/1	11282	25%	faild
1/1	11283	25%	faild
1/1	11284	25%	faild
1/1	11285	25%	faild
1/1	11286	25%	faild
1/1	11287	25%	faild
1/1	11288	25%	faild
1/1	11289	25%	faild
1/1	11290	25%	faild
1/1	11291	25%	faild
1/1	11292	25%	faild
1/1	11293	25%	faild
1/1	11294	25%	faild
1/1	11295	25%	faild
1/1	11296	25%	faild
1/1	11297	25%	faild
1/1	11298	25%	faild
1/1	11299	25%	faild
1/1	11300	25%	faild
1/1	11301	25%	faild
1/1	11302	25%	faild
1/1	11303	25%	faild
1/1	11304	25%	faild
1/1	11305	25%	faild
1/1	11306	25%	faild
1/1	11307	25%	faild
1/1	11308	25%	faild
1/1	11309	25%	faild
1/1	11310	25%	faild
1/1	11311	25%	faild
1/1	11312	25%	faild
1/1	11313	25%	faild
1/1	11314	25%	faild
1/1	11315	25%	faild
1/1	11316	25%	faild
1/1	11317	25%	faild
1/1	11318	25%	faild
1/1	11319	25%	faild
1/1	11320	25%	faild
1/1	11321	25%	faild
1/1	11322	25%	faild
1/1	11323	25%	faild
1/1	11324	25%	faild
1/1	11325	25%	faild
1/1	11326	25%	faild
1/1	11327	25%	faild
1/1	11328	25%	faild
1/1	11329	25%	faild
1/1	11330	25%	faild
1/1	11331	25%	faild
1/1	11332	25%	faild
1/1	11333	25%	faild
1/1	11334	25%	faild
1/1	11335	25%	faild
1/1	11336	25%	faild
1/1	11337	25%	faild
1/1	11338	25%	faild
1/1	11339	25%	faild
1/1	11340	25%	faild
1/1	11341	25%	faild
1/1	11342	25%	faild
1/1	11343	25%	faild
1/1	11344	25%	faild
1/1	11345	25%	faild
1/1	11346	25%	faild
1/1	11347	25%	faild
1/1	11348	25%	faild
1/1	11349	25%	faild
1/1	11350	25%	faild
1/1	11351	25%	faild
1/1	11352	25%	faild
1/1	11353	25%	faild
1/1	11354	25%	faild
1/1	11355	25%	faild
1/1	11356	25%	faild
1/1	11357	25%	faild
1/1	11358	25%	faild
1/1	11359	25%	faild
1/1	11360	25%	faild
1/1	11361	25%	faild
1/1	11362	25%	faild
1/1	11363	25%	faild
1/1	11364	25%	faild
1/1	11365	25%	faild
1/1	11366	25%	faild
1/1	11367	25%	faild
1/1	11368	25%	faild
1/1	11369	25%	faild
1/1	11370	25%	faild
1/1	11371	25%	faild
1/1	11372	25%	faild
1/1	11373	25%	faild
1/1	11374	25%	faild
1/1	11375	25%	faild
1/1	11376	25%	faild
1/1	11377	25%	faild
1/1	11378	25%	faild
1/1	11379	25%	faild
1/1	11380	25%	faild
1/1	11381	25%	faild
1/1	11382	25%	faild
1/1	11383	25%	faild
1/1	11384	25%	faild
1/1	11385	25%	faild
1/1	11386	26%	faild
1/1	11387	26%	faild
1/1	11388	26%	faild
1/1	11389	26%	faild
1/1	11390	26%	faild
1/1	11391	26%	faild
1/1	11392	26%	faild
1/1	11393	26%	faild
1/1	11394	26%	faild
1/1	11395	26%	faild
1/1	11396	26%	faild
1/1	11397	26%	faild
1/1	11398	26%	faild
1/1	11399	26%	faild
1/1	11400	26%	faild
1/1	11401	26%	faild
1/1	11402	26%	faild
1/1	11403	26%	faild
1/1	11404	26%	faild
1/1	11405	26%	faild
1/1	11406	26%	faild
1/1	11407	26%	faild
1/1	11408	26%	faild
1/1	11409	26%	faild
1/1	11410	26%	faild
1/1	11411	26%	faild
1/1	11412	26%	faild
1/1	11413	26%	faild
1/1	11414	26%	faild
1/1	11415	26%	faild
1/1	11416	26%	faild
1/1	11417	26%	faild
1/1	11418	26%	faild
1/1	11419	26%	faild
1/1	11420	26%	faild
1/1	11421	26%	faild
1/1	11422	26%	faild
1/1	11423	26%	faild
1/1	11424	26%	faild
1/1	11425	26%	faild
1/1	11426	26%	faild
1/1	11427	26%	faild
1/1	11428	26%	faild
1/1	11429	26%	faild
1/1	11430	26%	faild
1/1	11431	26%	faild
1/1	11432	26%	faild
1/1	11433	26%	faild
1/1	11434	26%	faild
1/1	11435	26%	faild
1/1	11436	26%	faild
1/1	11437	26%	faild
1/1	11438	26%	faild
1/1	11439	26%	faild
1/1	11440	26%	faild
1/1	11441	26%	faild
1/1	11442	26%	faild
1/1	11443	26%	faild
1/1	11444	26%	faild
1/1	11445	26%	faild
1/1	11446	26%	faild
1/1	11447	26%	faild
1/1	11448	26%	faild
1/1	11449	26%	faild
1/1	11450	26%	faild
1/1	11451	26%	faild
1/1	11452	26%	faild
1/1	11453	26%	faild
1/1	11454	26%	faild
1/1	11455	26%	faild
1/1	11456	26%	faild
1/1	11457	26%	faild
1/1	11458	26%	faild
1/1	11459	26%	faild
1/1	11460	26%	faild
1/1	11461	26%	faild
1/1	11462	26%	faild
1/1	11463	26%	faild
1/1	11464	26%	faild
1/1	11465	26%	faild
1/1	11466	26%	faild
1/1	11467	26%	faild
1/1	11468	26%	faild
1/1	11469	26%	faild
1/1	11470	26%	faild
1/1	11471	26%	faild
1/1	11472	26%	faild
1/1	11473	26%	faild
1/1	11474	26%	faild
1/1	11475	26%	faild
1/1	11476	26%	faild
1/1	11477	26%	faild
1/1	11478	26%	faild
1/1	11479	26%	faild
1/1	11480	26%	faild
1/1	11481	26%	faild
1/1	11482	26%	faild
1/1	11483	26%	faild
1/1	11484	26%	faild
1/1	11485	26%	faild
1/1	11486	26%	faild
1/1	11487	26%	faild
1/1	11488	26%	faild
1/1	11489	26%	faild
1/1	11490	26%	faild
1/1	11491	26%	faild
1/1	11492	26%	faild
1/1	11493	26%	faild
1/1	11494	26%	faild
1/1	11495	26%	faild
1/1	11496	26%	faild
1/1	11497	26%	faild
1/1	11498	26%	faild
1/1	11499	26%	faild
1/1	11500	26%	faild
1/1	11501	26%	faild
1/1	11502	26%	faild
1/1	11503	26%	faild
1/1	11504	26%	faild
1/1	11505	26%	faild
1/1	11506	26%	faild
1/1	11507	26%	faild
1/1	11508	26%	faild
1/1	11509	26%	faild
1/1	11510	26%	faild
1/1	11511	26%	faild
1/1	11512	26%	faild
1/1	11513	26%	faild
1/1	11514	26%	faild
1/1	11515	26%	faild
1/1	11516	26%	faild
1/1	11517	26%	faild
1/1	11518	26%	faild
1/1	11519	26%	faild
1/1	11520	26%	faild
1/1	11521	26%	faild
1/1	11522	26%	faild
1/1	11523	26%	faild
1/1	11524	26%	faild
1/1	11525	26%	faild
1/1	11526	26%	faild
1/1	11527	26%	faild
1/1	11528	26%	faild
1/1	11529	26%	faild
1/1	11530	26%	faild
1/1	11531	26%	faild
1/1	11532	26%	faild
1/1	11533	26%	faild
1/1	11534	26%	faild
1/1	11535	26%	faild
1/1	11536	26%	faild
1/1	11537	26%	faild
1/1	11538	26%	faild
1/1	11539	26%	faild
1/1	11540	26%	faild
1/1	11541	26%	faild
1/1	11542	26%	faild
1/1	11543	26%	faild
1/1	11544	26%	faild
1/1	11545	26%	faild
1/1	11546	26%	faild
1/1	11547	26%	faild
1/1	11548	26%	faild
1/1	11549	26%	faild
1/1	11550	26%	faild
1/1	11551	26%	faild
1/1	11552	26%	faild
1/1	11553	26%	faild
1/1	11554	26%	faild
1/1	11555	26%	faild
1/1	11556	26%	faild
1/1	11557	26%	faild
1/1	11558	26%	faild
1/1	11559	26%	faild
1/1	11560	26%	faild
1/1	11561	26%	faild
1/1	11562	26%	faild
1/1	11563	26%	faild
1/1	11564	26%	faild
1/1	11565	26%	faild
1/1	11566	26%	faild
1/1	11567	26%	faild
1/1	11568	26%	faild
1/1	11569	26%	faild
1/1	11570	26%	faild
1/1	11571	26%	faild
1/1	11572	26%	faild
1/1	11573	26%	faild
1/1	11574	26%	faild
1/1	11575	26%	faild
1/1	11576	26%	faild
1/1	11577	26%	faild
1/1	11578	26%	faild
1/1	11579	26%	faild
1/1	11580	26%	faild
1/1	11581	26%	faild
1/1	11582	26%	faild
1/1	11583	26%	faild
1/1	11584	26%	faild
1/1	11585	26%	faild
1/1	11586	26%	faild
1/1	11587	26%	faild
1/1	11588	26%	faild
1/1	11589	26%	faild
1/1	11590	26%	faild
1/1	11591	26%	faild
1/1	11592	26%	faild
1/1	11593	26%	faild
1/1	11594	26%	faild
1/1	11595	26%	faild
1/1	11596	26%	faild
1/1	11597	26%	faild
1/1	11598	26%	faild
1/1	11599	26%	faild
1/1	11600	26%	faild
1/1	11601	26%	faild
1/1	11602	26%	faild
1/1	11603	26%	faild
1/1	11604	26%	faild
1/1	11605	26%	faild
1/1	11606	26%	faild
1/1	11607	26%	faild
1/1	11608	26%	faild
1/1	11609	26%	faild
1/1	11610	26%	faild
1/1	11611	26%	faild
1/1	11612	26%	faild
1/1	11613	26%	faild
1/1	11614	26%	faild
1/1	11615	26%	faild
1/1	11616	26%	faild
1/1	11617	26%	faild
1/1	11618	26%	faild
1/1	11619	26%	faild
1/1	11620	26%	faild
1/1	11621	26%	faild
1/1	11622	26%	faild
1/1	11623	26%	faild
1/1	11624	26%	faild
1/1	11625	26%	faild
1/1	11626	26%	faild
1/1	11627	26%	faild
1/1	11628	26%	faild
1/1	11629	26%	faild
1/1	11630	26%	faild
1/1	11631	26%	faild
1/1	11632	26%	faild
1/1	11633	26%	faild
1/1	11634	26%	faild
1/1	11635	26%	faild
1/1	11636	26%	faild
1/1	11637	26%	faild
1/1	11638	26%	faild
1/1	11639	26%	faild
1/1	11640	26%	faild
1/1	11641	26%	faild
1/1	11642	26%	faild
1/1	11643	26%	faild
1/1	11644	26%	faild
1/1	11645	26%	faild
1/1	11646	26%	faild
1/1	11647	26%	faild
1/1	11648	26%	faild
1/1	11649	26%	faild
1/1	11650	26%	faild
1/1	11651	26%	faild
1/1	11652	26%	faild
1/1	11653	26%	faild
1/1	11654	26%	faild
1/1	11655	26%	faild
1/1	11656	26%	faild
1/1	11657	26%	faild
1/1	11658	26%	faild
1/1	11659	26%	faild
1/1	11660	26%	faild
1/1	11661	26%	faild
1/1	11662	26%	faild
1/1	11663	26%	faild
1/1	11664	26%	faild
1/1	11665	26%	faild
1/1	11666	26%	faild
1/1	11667	26%	faild
1/1	11668	26%	faild
1/1	11669	26%	faild
1/1	11670	26%	faild
1/1	11671	26%	faild
1/1	11672	26%	faild
1/1	11673	26%	faild
1/1	11674	26%	faild
1/1	11675	26%	faild
1/1	11676	26%	faild
1/1	11677	26%	faild
1/1	11678	26%	faild
1/1	11679	26%	faild
1/1	11680	26%	faild
1/1	11681	26%	faild
1/1	11682	26%	faild
1/1	11683	26%	faild
1/1	11684	26%	faild
1/1	11685	26%	faild
1/1	11686	26%	faild
1/1	11687	26%	faild
1/1	11688	26%	faild
1/1	11689	26%	faild
1/1	11690	26%	faild
1/1	11691	26%	faild
1/1	11692	26%	faild
1/1	11693	26%	faild
1/1	11694	26%	faild
1/1	11695	26%	faild
1/1	11696	26%	faild
1/1	11697	26%	faild
1/1	11698	26%	faild
1/1	11699	26%	faild
1/1	11700	26%	faild
1/1	11701	26%	faild
1/1	11702	26%	faild
1/1	11703	26%	faild
1/1	11704	26%	faild
1/1	11705	26%	faild
1/1	11706	26%	faild
1/1	11707	26%	faild
1/1	11708	26%	faild
1/1	11709	26%	faild
1/1	11710	26%	faild
1/1	11711	26%	faild
1/1	11712	26%	faild
1/1	11713	26%	faild
1/1	11714	26%	faild
1/1	11715	26%	faild
1/1	11716	26%	faild
1/1	11717	26%	faild
1/1	11718	26%	faild
1/1	11719	26%	faild
1/1	11720	26%	faild
1/1	11721	26%	faild
1/1	11722	26%	faild
1/1	11723	26%	faild
1/1	11724	26%	faild
1/1	11725	26%	faild
1/1	11726	26%	faild
1/1	11727	26%	faild
1/1	11728	26%	faild
1/1	11729	26%	faild
1/1	11730	26%	faild
1/1	11731	26%	faild
1/1	11732	26%	faild
1/1	11733	26%	faild
1/1	11734	26%	faild
1/1	11735	26%	faild
1/1	11736	26%	faild
1/1	11737	26%	faild
1/1	11738	26%	faild
1/1	11739	26%	faild
1/1	11740	26%	faild
1/1	11741	26%	faild
1/1	11742	26%	faild
1/1	11743	26%	faild
1/1	11744	26%	faild
1/1	11745	26%	faild
1/1	11746	26%	faild
1/1	11747	26%	faild
1/1	11748	26%	faild
1/1	11749	26%	faild
1/1	11750	26%	faild
1/1	11751	26%	faild
1/1	11752	26%	faild
1/1	11753	26%	faild
1/1	11754	26%	faild
1/1	11755	26%	faild
1/1	11756	26%	faild
1/1	11757	26%	faild
1/1	11758	26%	faild
1/1	11759	26%	faild
1/1	11760	26%	faild
1/1	11761	26%	faild
1/1	11762	26%	faild
1/1	11763	26%	faild
1/1	11764	26%	faild
1/1	11765	26%	faild
1/1	11766	26%	faild
1/1	11767	26%	faild
1/1	11768	26%	faild
1/1	11769	26%	faild
1/1	11770	26%	faild
1/1	11771	26%	faild
1/1	11772	26%	faild
1/1	11773	26%	faild
1/1	11774	26%	faild
1/1	11775	26%	faild
1/1	11776	26%	faild
1/1	11777	26%	faild
1/1	11778	26%	faild
1/1	11779	26%	faild
1/1	11780	26%	faild
1/1	11781	26%	faild
1/1	11782	26%	faild
1/1	11783	26%	faild
1/1	11784	26%	faild
1/1	11785	26%	faild
1/1	11786	26%	faild
1/1	11787	26%	faild
1/1	11788	26%	faild
1/1	11789	26%	faild
1/1	11790	26%	faild
1/1	11791	26%	faild
1/1	11792	26%	faild
1/1	11793	26%	faild
1/1	11794	26%	faild
1/1	11795	26%	faild
1/1	11796	26%	faild
1/1	11797	26%	faild
1/1	11798	26%	faild
1/1	11799	26%	faild
1/1	11800	26%	faild
1/1	11801	26%	faild
1/1	11802	26%	faild
1/1	11803	26%	faild
1/1	11804	26%	faild
1/1	11805	26%	faild
1/1	11806	26%	faild
1/1	11807	26%	faild
1/1	11808	26%	faild
1/1	11809	26%	faild
1/1	11810	26%	faild
1/1	11811	26%	faild
1/1	11812	26%	faild
1/1	11813	26%	faild
